Symbol,Price Change,Price Change Percent,Weighted Average Price,Previous Close Price,Last Price,Last Quantity,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Open Price,High Price,Low Price,Volume,Quote Volume,Open Time,Close Time,First Id,Last Id,Count
ETHBTC,0.00132000,2.448,0.05408478,0.05393000,0.05525000,15.92180000,0.05524000,20.78750000,0.05525000,25.13260000,0.05393000,0.05527000,0.05328000,39277.55740000,2124.31809786,1700564507165,1700650907165,426176241,426260510,84270
LTCBTC,-0.00002700,-1.438,0.00186724,0.00187700,0.00185100,7.03400000,0.00185000,118.75500000,0.00185100,5.50700000,0.00187800,0.00193400,0.00179200,63250.21300000,118.10301548,1700564506097,1700650906097,94244136,94263761,19626
BNBBTC,-0.00055500,-7.944,0.00662583,0.00698600,0.00643100,20.65100000,0.00642800,10.73100000,0.00642900,7.51400000,0.00698600,0.00741100,0.00612100,396489.57400000,2627.07438270,1700564506512,1700650906512,229365573,229625972,260400
NEOBTC,-0.00001380,-4.588,0.00028860,0.00030090,0.00028700,37.17000000,0.00028710,23.05000000,0.00028730,11.81000000,0.00030080,0.00030080,0.00027500,38392.21000000,11.07993832,1700564505593,1700650905593,45850531,45855206,4676
QTUMETH,-0.00007300,-4.659,0.00152103,0.00158600,0.00149400,2.50000000,0.00148700,397.90000000,0.00149100,72.30000000,0.00156700,0.00157600,0.00149000,3597.40000000,5.47173960,1700564506394,1700650906394,5410611,5410730,120
EOSETH,-0.00002540,-7.165,0.00034077,0.00035530,0.00032910,20.00000000,0.00032880,493.20000000,0.00032960,300.50000000,0.00035450,0.00035560,0.00032810,89730.90000000,30.57753898,1700564504142,1700650904142,23513319,23513885,567
SNTETH,-0.00000120,-5.806,0.00001991,0.00002063,0.00001947,306.00000000,0.00001960,29621.00000000,0.00001970,16781.00000000,0.00002067,0.00002070,0.00001927,1471561.00000000,29.29405174,1700564505806,1700650905806,3948680,3949035,356
BNTETH,-0.00000460,-1.243,0.00037157,0.00037720,0.00036560,147.40000000,0.00036520,1485.50000000,0.00036670,420.00000000,0.00037020,0.00037890,0.00035390,26521.30000000,9.85457878,1700564506945,1700650906945,2281282,2281583,302
BCCBTC,0.00000000,0.000,0.00000000,0.07908100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
GASBTC,-0.00001510,-6.765,0.00021001,0.00022330,0.00020810,0.70000000,0.00020810,21.80000000,0.00020820,21.70000000,0.00022320,0.00022380,0.00019800,205141.20000000,43.08202016,1700564506065,1700650906065,21729304,21737421,8118
BNBETH,-0.01320000,-10.185,0.12400084,0.12950000,0.11640000,100.79100000,0.11630000,86.16900000,0.11640000,0.27700000,0.12960000,0.13600000,0.11520000,117295.15100000,14544.69767220,1700564506190,1700650906190,56847506,56920544,73039
BTCUSDT,-703.91000000,-1.884,36625.37759841,37356.87000000,36652.96000000,0.00067000,36652.95000000,1.55013000,36652.96000000,9.66007000,37356.87000000,37500.00000000,35632.01000000,55600.36988000,2036384541.46639530,1700564507168,1700650907168,3288990981,3291111168,2120188
ETHUSDT,10.28000000,0.510,1980.51102541,2014.71000000,2025.00000000,9.50770000,2025.00000000,39.20330000,2025.01000000,82.34510000,2014.72000000,2029.40000000,1928.41000000,549734.40690000,1088755053.91160900,1700564507189,1700650907189,1236439327,1237390245,950919
HSRBTC,0.00000000,0.000,0.00000000,0.00041400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
OAXETH,0.00000000,0.000,0.00000000,0.00017780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
DNTETH,0.00000000,0.000,0.00000000,0.00002801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
MCOETH,0.00000000,0.000,0.00000000,0.00577200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ICNETH,0.00000000,0.000,0.00000000,0.00166300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
MCOBTC,0.00000000,0.000,0.00000000,0.00021140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
WTCBTC,-0.00000019,-4.318,0.00000425,0.00000439,0.00000421,3172.00000000,0.00000420,24.00000000,0.00000421,1479.00000000,0.00000440,0.00000445,0.00000409,141398.00000000,0.60146801,1700564506103,1700650906103,20281242,20283166,1925
WTCETH,0.00000000,0.000,0.00000000,0.00023700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
LRCBTC,-0.00000036,-6.081,0.00000565,0.00000592,0.00000556,164.00000000,0.00000555,9000.00000000,0.00000557,10176.00000000,0.00000592,0.00000592,0.00000538,1587470.00000000,8.96741715,1700564506312,1700650906312,22171373,22173260,1888
LRCETH,-0.00000897,-8.192,0.00010396,0.00010995,0.00010053,4746.00000000,0.00010053,351.00000000,0.00010094,2450.00000000,0.00010950,0.00010950,0.00010053,669545.00000000,69.60611819,1700564497297,1700650897297,4730264,4731092,829
QTUMBTC,-0.00000210,-2.488,0.00008183,0.00008490,0.00008230,66.00000000,0.00008220,24.80000000,0.00008230,195.70000000,0.00008440,0.00008450,0.00007920,74741.50000000,6.11627095,1700564506416,1700650906416,24174904,24176992,2089
YOYOBTC,0.00000000,0.000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
OMGBTC,0.00000000,0.000,0.00000000,0.00003080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
OMGETH,0.00000000,0.000,0.00000000,0.00079100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ZRXBTC,0.00000008,0.763,0.00001051,0.00001048,0.00001056,68.00000000,0.00001051,1268.00000000,0.00001053,156.00000000,0.00001048,0.00001116,0.00001015,538192.00000000,5.65733478,1700564506944,1700650906944,25626766,25628577,1812
ZRXETH,0.00000000,0.000,0.00000000,0.00009940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
STRATBTC,0.00000000,0.000,0.00000000,0.00003085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
STRATETH,0.00000000,0.000,0.00000000,0.00105300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
SNGLSBTC,0.00000000,0.000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
SNGLSETH,0.00000000,0.000,0.00000000,0.00005306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BQXBTC,0.00000000,0.000,0.00000000,0.00008703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BQXETH,0.00000000,0.000,0.00000000,0.00126350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
KNCBTC,-0.00000028,-1.360,0.00002017,0.00002059,0.00002031,1520.90000000,0.00002032,859.80000000,0.00002034,162.30000000,0.00002059,0.00002069,0.00001943,124663.40000000,2.51447884,1700564506091,1700650906091,20376679,20378747,2069
KNCETH,0.00000000,0.000,0.00000000,0.00039410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
FUNBTC,0.00000000,0.000,0.00000000,0.00000029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
FUNETH,-0.00000003,-1.299,0.00000237,0.00000231,0.00000228,169938.00000000,0.00000227,241478.00000000,0.00000229,172738.00000000,0.00000231,0.00000248,0.00000228,20829234.00000000,49.46738254,1700564499210,1700650899210,3223830,3224697,868
SNMBTC,-0.00000069,-54.762,0.00000098,0.00000127,0.00000057,46703.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000126,0.00000147,0.00000055,26662465.00000000,26.13502488,1692586803266,1692673203266,14644423,14651718,7296
SNMETH,0.00000000,0.000,0.00000000,0.00004986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
NEOETH,-0.00035700,-6.419,0.00534208,0.00560800,0.00520500,3.58000000,0.00519200,41.12000000,0.00520600,11.98000000,0.00556200,0.00556200,0.00516700,6946.25000000,37.10744162,1700564506231,1700650906231,11441402,11441876,475
IOTABTC,-0.00000025,-5.040,0.00000474,0.00000497,0.00000471,52.00000000,0.00000471,5281.00000000,0.00000472,11995.00000000,0.00000496,0.00000496,0.00000456,958325.00000000,4.54214268,1700564506415,1700650906415,34412247,34414315,2069
IOTAETH,-0.00000570,-6.243,0.00008793,0.00009230,0.00008560,189.00000000,0.00008520,6941.00000000,0.00008550,6008.00000000,0.00009130,0.00009130,0.00008510,130546.00000000,11.47917630,1700564504753,1700650904753,7788203,7788367,165
LINKBTC,0.00000400,1.044,0.00037964,0.00038320,0.00038710,15.07000000,0.00038700,22.65000000,0.00038710,37.27000000,0.00038310,0.00039270,0.00036670,784923.58000000,297.98778199,1700564506688,1700650906688,91650308,91705879,55572
LINKETH,-0.00010400,-1.463,0.00704564,0.00710500,0.00700300,6.71000000,0.00700300,2.14000000,0.00700900,16.05000000,0.00710700,0.00720800,0.00685300,80018.38000000,563.78034212,1700564507133,1700650907133,20761313,20771484,10172
XVGBTC,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
XVGETH,-0.00000007,-4.142,0.00000165,0.00000169,0.00000162,24468.00000000,0.00000162,481193.00000000,0.00000163,15963.00000000,0.00000169,0.00000170,0.00000160,10684527.00000000,17.66722584,1700564505540,1700650905540,11249044,11249523,480
SALTBTC,0.00000000,0.000,0.00000000,0.00004250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
SALTETH,0.00000000,0.000,0.00000000,0.00113800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
MDABTC,0.00000000,0.000,0.00000000,0.00000382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
MDAETH,0.00000000,0.000,0.00000000,0.00181150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
MTLBTC,-0.00000173,-3.900,0.00004209,0.00004409,0.00004263,42.40000000,0.00004284,32.50000000,0.00004317,40.00000000,0.00004436,0.00004436,0.00004087,239267.10000000,10.06966861,1700564500582,1700650900582,20637979,20640081,2103
MTLETH,-0.00000210,-0.306,0.00067987,0.00068740,0.00068340,45.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00068550,0.00069230,0.00065730,4696.30000000,3.19288504,1693454410058,1693540810058,3097721,3097755,35
SUBBTC,0.00000000,0.000,0.00000000,0.00000457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
SUBETH,0.00000000,0.000,0.00000000,0.00012334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
EOSBTC,-0.00000097,-5.060,0.00001839,0.00001917,0.00001820,87.90000000,0.00001818,1197.40000000,0.00001820,3667.30000000,0.00001917,0.00001919,0.00001752,944303.90000000,17.36233054,1700564505744,1700650905744,75001190,75010467,9278
SNTBTC,-0.00000003,-2.703,0.00000108,0.00000112,0.00000108,759.00000000,0.00000108,354586.00000000,0.00000109,250880.00000000,0.00000111,0.00000112,0.00000103,3080180.00000000,3.32805203,1700564505523,1700650905523,12798760,12799811,1052
ETCETH,-0.00038000,-3.958,0.00939520,0.00960000,0.00922000,13.55000000,0.00920000,150.80000000,0.00922000,74.19000000,0.00960000,0.00963000,0.00910000,7390.14000000,69.43184460,1700564505741,1700650905741,8706792,8708028,1237
ETCBTC,-0.00000900,-1.737,0.00050579,0.00051800,0.00050900,30.00000000,0.00050800,1350.57000000,0.00050900,97.50000000,0.00051800,0.00052000,0.00048600,38846.04000000,19.64777996,1700564505795,1700650905795,44076252,44080540,4289
MTHBTC,0.00000000,0.000,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
MTHETH,0.00000000,0.000,0.00000000,0.00004135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ENGBTC,0.00000000,0.000,0.00000000,0.00006200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ENGETH,0.00000000,0.000,0.00000000,0.00186480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
DNTBTC,0.00000000,0.000,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ZECBTC,-0.00001500,-1.946,0.00075710,0.00077200,0.00075600,2.38600000,0.00075600,117.18600000,0.00075700,46.84000000,0.00077100,0.00078000,0.00072900,18198.15400000,13.77775623,1700564506655,1700650906655,28125382,28127493,2112
ZECETH,-0.00059000,-4.132,0.01400616,0.01431000,0.01369000,1.22000000,0.01367000,39.63000000,0.01371000,51.66900000,0.01428000,0.01446000,0.01367000,660.06300000,9.24494877,1700564505047,1700650905047,3591675,3591938,264
BNTBTC,0.00000007,0.348,0.00001990,0.00002026,0.00002018,9.30000000,0.00002018,1100.80000000,0.00002022,717.80000000,0.00002011,0.00002073,0.00001893,183285.20000000,3.64786689,1700564506924,1700650906924,8540029,8541859,1831
ASTBTC,-0.00000011,-4.151,0.00000255,0.00000264,0.00000254,8979.00000000,0.00000254,537.00000000,0.00000255,2403.00000000,0.00000265,0.00000265,0.00000247,1639124.00000000,4.18099822,1700564416052,1700650816052,17665995,17667653,1659
ASTETH,0.00000000,0.000,0.00000000,0.00006960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
DASHBTC,-0.00004500,-5.474,0.00079045,0.00082300,0.00077700,12.01900000,0.00077600,65.61100000,0.00077700,63.55600000,0.00082200,0.00082500,0.00076300,8700.14600000,6.87705355,1700564506378,1700650906378,27762749,27766068,3320
DASHETH,-0.00118000,-7.738,0.01458509,0.01523000,0.01407000,0.90000000,0.01404000,72.59100000,0.01407000,12.85000000,0.01525000,0.01525000,0.01407000,683.75900000,9.97268451,1700564506368,1700650906368,3905336,3905787,452
OAXBTC,-0.00000024,-4.800,0.00000481,0.00000499,0.00000476,3922.00000000,0.00000476,3684.00000000,0.00000477,695.00000000,0.00000500,0.00000511,0.00000461,1074590.00000000,5.17065290,1700564422620,1700650822620,16241647,16243807,2161
ICNBTC,0.00000000,0.000,0.00000000,0.00005742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BTGBTC,0.00000000,0.000,0.00000000,0.00091300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BTGETH,0.00000000,0.000,0.00000000,0.05274500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
EVXBTC,0.00000000,0.000,0.00000000,0.00000274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
EVXETH,0.00000000,0.000,0.00000000,0.00062490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
REQBTC,-0.00000008,-3.620,0.00000217,0.00000222,0.00000213,1667.00000000,0.00000213,8214.00000000,0.00000214,13389.00000000,0.00000221,0.00000223,0.00000210,1064906.00000000,2.30889503,1700564506350,1700650906350,13943221,13943915,695
REQETH,0.00000000,0.000,0.00000000,0.00004995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
VIBBTC,-0.00000019,-9.500,0.00000184,0.00000199,0.00000181,236091.00000000,0.00000181,139659.00000000,0.00000182,2281.00000000,0.00000200,0.00000201,0.00000175,3750363.00000000,6.91898650,1700564495642,1700650895642,12686233,12688494,2262
VIBETH,0.00000000,0.000,0.00000000,0.00003450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
HSRETH,0.00000000,0.000,0.00000000,0.01247400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
TRXBTC,0.00000005,1.838,0.00000270,0.00000273,0.00000277,10123.00000000,0.00000277,545906.00000000,0.00000278,1307406.00000000,0.00000272,0.00000279,0.00000262,47883705.00000000,129.49604128,1700564506411,1700650906411,70204665,70213357,8693
TRXETH,-0.00000034,-0.673,0.00004974,0.00005049,0.00005015,41.00000000,0.00005014,3209.00000000,0.00005017,8667.00000000,0.00005049,0.00005125,0.00004860,6864785.00000000,341.42599211,1700564506844,1700650906844,36681303,36688670,7368
POWRBTC,0.00000007,0.955,0.00000740,0.00000735,0.00000740,134.00000000,0.00000740,133.00000000,0.00000741,809.00000000,0.00000733,0.00000764,0.00000705,674223.00000000,4.98828739,1700564507113,1700650907113,16956114,16959589,3476
POWRETH,-0.00000150,-1.100,0.00013658,0.00013600,0.00013490,264.00000000,0.00013380,1010.00000000,0.00013420,1313.00000000,0.00013640,0.00014210,0.00013140,495128.00000000,67.62446380,1700564505162,1700650905162,3181695,3183166,1472
ARKBTC,0.00000000,0.000,0.00000000,0.00001679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ARKETH,0.00000000,0.000,0.00000000,0.00104600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
YOYOETH,0.00000000,0.000,0.00000000,0.00005828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
XRPBTC,-0.00000019,-1.155,0.00001621,0.00001645,0.00001626,500.00000000,0.00001626,41972.00000000,0.00001627,8906.00000000,0.00001645,0.00001656,0.00001579,24074251.00000000,390.22859158,1700564506291,1700650906291,157521009,157547393,26385
XRPETH,-0.00001050,-3.444,0.00029963,0.00030500,0.00029440,100.00000000,0.00029440,1057.00000000,0.00029450,3280.00000000,0.00030490,0.00030660,0.00029390,4082973.00000000,1223.37430140,1700564507132,1700650907132,30134959,30142424,7466
MODBTC,0.00000000,0.000,0.00000000,0.00004280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
MODETH,0.00000000,0.000,0.00000000,0.00116700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ENJBTC,-0.00000029,-3.893,0.00000711,0.00000745,0.00000716,5670.50000000,0.00000716,2159.00000000,0.00000717,17224.30000000,0.00000745,0.00000745,0.00000681,795363.20000000,5.65480177,1700564506339,1700650906339,40447781,40450388,2608
ENJETH,-0.00000790,-5.737,0.00013176,0.00013790,0.00012980,22.70000000,0.00012970,38.00000000,0.00013010,920.50000000,0.00013770,0.00013770,0.00012700,130611.50000000,17.20986461,1700564505850,1700650905850,7791150,7791646,497
STORJBTC,0.00000028,1.455,0.00001892,0.00001928,0.00001953,15.00000000,0.00001947,599.00000000,0.00001949,1032.00000000,0.00001925,0.00001976,0.00001819,378927.00000000,7.16982361,1700564502067,1700650902067,13909144,13911789,2646
STORJETH,0.00000000,0.000,0.00000000,0.00029910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BNBUSDT,-25.30000000,-9.693,243.82034253,261.00000000,235.70000000,106.65900000,235.60000000,511.52400000,235.70000000,328.39000000,261.00000000,271.90000000,224.00000000,4321151.40200000,1053584614.95500000,1700564506678,1700650906678,683634403,684988366,1353964
VENBNB,0.00000000,0.000,0.00000000,0.14920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
YOYOBNB,0.00000000,0.000,0.00000000,0.00059800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
POWRBNB,0.00000000,0.000,0.00000000,0.00385000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
VENBTC,0.00000000,0.000,0.00000000,0.00013928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
VENETH,0.00000000,0.000,0.00000000,0.00325194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
KMDBTC,-0.00000018,-2.691,0.00000642,0.00000670,0.00000651,199.00000000,0.00000651,786.00000000,0.00000653,1186.00000000,0.00000669,0.00000679,0.00000634,291748.00000000,1.87283062,1700564476808,1700650876808,14358400,14359414,1015
KMDETH,0.00000000,0.000,0.00000000,0.00020970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
NULSBNB,0.00000000,0.000,0.00000000,0.01257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
RCNBTC,0.00000000,0.000,0.00000000,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
RCNETH,0.00000000,0.000,0.00000000,0.00037604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
RCNBNB,0.00000000,0.000,0.00000000,0.00347300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
NULSBTC,-0.00000009,-1.593,0.00000557,0.00000563,0.00000556,20.00000000,0.00000556,2248.00000000,0.00000557,18.00000000,0.00000565,0.00000573,0.00000540,134812.00000000,0.75057780,1700564472478,1700650872478,14887744,14889436,1693
NULSETH,0.00000000,0.000,0.00000000,0.00051926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
RDNBTC,0.00000000,0.000,0.00000000,0.00000447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
RDNETH,0.00000000,0.000,0.00000000,0.00071530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
RDNBNB,0.00000000,0.000,0.00000000,0.00623000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
XMRBTC,0.00004200,0.951,0.00441933,0.00442100,0.00445900,3.94500000,0.00446000,6.76100000,0.00446200,53.80300000,0.00441700,0.00449200,0.00433800,31254.79400000,138.12510031,1700564507110,1700650907110,49162849,49171889,9041
XMRETH,-0.00136000,-1.658,0.08178416,0.08191000,0.08065000,0.35000000,0.08065000,3.05900000,0.08073000,1.21100000,0.08201000,0.08322000,0.08065000,3897.44000000,318.74883725,1700564505231,1700650905231,6294082,6295662,1581
